age,job,marital,education,default,housing,loan,y
26,student,single,basic.4y,no,no,yes,yes
37,unemployed,married,professional.course,no,no,no,no
33,management,single,university.degree,no,yes,no,yes
31,technician,married,university.degree,no,no,yes,no
35,admin.,single,university.degree,no,yes,no,no
43,management,married,university.degree,no,yes,no,no
27,technician,single,basic.9y,no,no,yes,yes
36,services,married,high.school,no,yes,no,no
39,services,married,high.school,no,no,yes,no
43,admin.,married,high.school,no,no,yes,yes
62,retired,married,professional.course,no,yes,yes,yes
37,admin.,married,university.degree,no,yes,yes,yes
36,technician,married,professional.course,no,no,no,no
42,admin.,divorced,university.degree,no,no,no,yes
33,admin.,married,high.school,no,no,yes,no
35,blue-collar,married,basic.4y,no,yes,no,no
80,retired,married,basic.4y,no,no,no,yes
32,admin.,married,university.degree,no,no,no,no
44,self-employed,married,university.degree,no,no,no,yes
29,services,single,high.school,no,no,yes,no
25,admin.,single,university.degree,no,yes,no,yes
62,retired,married,high.school,no,no,no,yes
28,admin.,single,high.school,no,yes,no,no
34,admin.,married,university.degree,no,yes,no,no
39,services,single,high.school,no,yes,no,yes
33,blue-collar,married,professional.course,no,yes,no,yes
48,management,divorced,university.degree,no,yes,no,no
50,blue-collar,divorced,high.school,no,yes,yes,yes
27,self-employed,married,professional.course,no,no,no,yes
36,services,married,high.school,no,yes,no,no
37,management,married,high.school,no,yes,no,yes
37,blue-collar,married,basic.6y,no,no,no,no
25,services,single,high.school,no,no,no,no
30,management,single,university.degree,no,yes,no,no
44,blue-collar,single,basic.6y,no,no,yes,no
32,technician,married,professional.course,no,yes,no,yes
50,blue-collar,married,basic.4y,no,yes,no,no
43,management,single,basic.4y,no,yes,no,no
33,admin.,single,high.school,no,yes,no,yes
49,entrepreneur,married,high.school,no,no,no,no
61,admin.,married,university.degree,no,yes,yes,yes
32,blue-collar,married,basic.9y,no,no,no,no
34,technician,single,university.degree,no,yes,no,yes
34,admin.,single,university.degree,no,no,yes,yes
41,admin.,single,high.school,no,yes,no,yes
53,technician,married,professional.course,no,yes,yes,no
48,technician,married,professional.course,no,no,no,yes
41,admin.,divorced,high.school,no,yes,no,yes
32,admin.,single,university.degree,no,no,no,no
26,admin.,single,high.school,no,no,no,no
31,management,married,high.school,no,no,no,no
25,services,single,high.school,no,yes,no,no
31,blue-collar,married,basic.4y,no,no,no,no
30,admin.,married,university.degree,no,yes,no,yes
46,management,married,basic.6y,no,no,no,yes
30,admin.,divorced,university.degree,no,no,yes,no
31,admin.,single,university.degree,no,yes,no,no
24,admin.,single,university.degree,no,yes,yes,yes
54,retired,divorced,professional.course,no,yes,no,no
40,technician,married,basic.9y,no,yes,no,no
51,admin.,married,high.school,no,yes,no,no
40,services,single,high.school,no,yes,no,no
43,blue-collar,married,basic.4y,no,yes,no,no
41,self-employed,married,basic.9y,no,yes,no,yes
47,services,married,high.school,no,no,no,no
33,technician,single,professional.course,no,yes,no,yes
38,admin.,married,high.school,no,no,no,no
43,blue-collar,married,high.school,no,no,no,yes
47,blue-collar,married,basic.4y,no,yes,no,no
53,blue-collar,married,basic.9y,no,yes,no,yes
88,retired,divorced,basic.4y,no,yes,yes,yes
37,services,married,high.school,no,no,no,no
56,management,divorced,university.degree,no,no,no,yes
52,retired,divorced,university.degree,no,no,no,yes
41,technician,married,professional.course,no,no,no,no
41,technician,married,university.degree,no,yes,no,no
47,housemaid,married,university.degree,no,yes,no,yes
70,retired,married,basic.4y,no,no,no,yes
36,services,married,high.school,no,no,no,no
32,services,married,high.school,no,yes,no,yes
23,blue-collar,married,basic.9y,no,no,no,no
53,management,divorced,university.degree,no,no,yes,yes
34,admin.,single,university.degree,no,no,no,yes
64,retired,married,professional.course,no,yes,no,yes
26,unemployed,single,high.school,no,yes,no,yes
33,admin.,divorced,university.degree,no,no,yes,no
39,management,married,university.degree,no,yes,no,yes
36,entrepreneur,married,university.degree,no,no,yes,no
35,technician,married,professional.course,no,no,no,no
25,management,married,university.degree,no,yes,no,yes
28,student,single,university.degree,no,no,yes,yes
69,retired,divorced,professional.course,no,no,no,yes
36,blue-collar,married,basic.9y,no,no,no,no
23,services,married,high.school,no,no,no,yes
38,blue-collar,single,high.school,no,yes,no,yes
30,admin.,married,high.school,no,no,no,no
23,student,single,high.school,no,yes,no,yes
31,blue-collar,married,basic.4y,no,yes,no,no
50,admin.,married,basic.9y,no,yes,yes,no
34,technician,single,professional.course,no,yes,yes,yes
34,admin.,divorced,university.degree,no,yes,no,yes
33,blue-collar,married,basic.9y,no,no,yes,no
50,blue-collar,married,basic.4y,no,yes,no,no
32,services,single,professional.course,no,no,no,no
50,blue-collar,married,basic.9y,no,yes,no,no
26,services,single,high.school,no,yes,no,no
56,management,divorced,university.degree,no,yes,no,no
36,self-employed,single,professional.course,no,yes,no,no
74,retired,married,basic.9y,no,yes,no,yes
32,technician,married,professional.course,no,no,yes,no
49,management,married,university.degree,no,no,no,no
29,admin.,married,high.school,no,yes,no,yes
39,technician,married,professional.course,no,no,no,no
46,admin.,divorced,university.degree,no,yes,no,no
46,blue-collar,married,basic.9y,no,yes,yes,no
32,technician,single,professional.course,no,no,no,no
31,admin.,married,high.school,no,yes,no,yes
38,admin.,married,high.school,no,no,no,no
57,retired,married,basic.4y,no,yes,yes,yes
24,blue-collar,single,basic.9y,no,yes,no,yes
26,student,single,university.degree,no,no,yes,yes
57,retired,single,professional.course,no,yes,no,no
47,services,divorced,high.school,no,no,no,no
48,entrepreneur,married,high.school,no,yes,no,no
34,admin.,married,high.school,no,yes,no,yes
55,unemployed,divorced,university.degree,no,no,no,yes
36,admin.,single,high.school,no,yes,no,no
86,retired,married,professional.course,no,no,no,yes
44,admin.,single,high.school,no,no,no,no
55,housemaid,married,university.degree,no,no,no,yes
41,technician,married,university.degree,no,no,no,no
29,services,single,high.school,no,yes,no,yes
31,technician,single,university.degree,no,no,no,yes
29,management,single,university.degree,no,yes,no,no
42,management,married,basic.6y,no,yes,yes,no
26,self-employed,married,university.degree,no,no,no,yes
30,services,married,high.school,no,yes,no,no
51,blue-collar,married,basic.6y,no,yes,no,no
34,services,married,high.school,no,yes,yes,no
55,technician,married,professional.course,no,yes,yes,no
51,technician,married,professional.course,no,yes,yes,yes
38,blue-collar,single,university.degree,no,no,no,no
34,management,married,university.degree,no,no,no,yes
44,technician,single,high.school,no,no,no,no
36,blue-collar,married,basic.6y,no,yes,no,no
26,unemployed,single,basic.9y,no,no,yes,no
27,admin.,single,university.degree,no,yes,no,no
35,technician,divorced,basic.4y,no,yes,no,yes
30,admin.,single,high.school,no,no,no,no
37,blue-collar,divorced,basic.9y,no,yes,no,yes
33,admin.,married,university.degree,no,yes,no,yes
29,admin.,single,university.degree,no,yes,no,yes
27,student,single,high.school,no,no,no,yes
55,technician,married,high.school,no,yes,no,yes
47,entrepreneur,divorced,university.degree,no,yes,no,no
36,admin.,married,high.school,no,yes,no,no
29,technician,married,university.degree,no,yes,no,yes
52,admin.,married,university.degree,no,yes,no,yes
24,unemployed,married,high.school,no,yes,no,yes
44,admin.,married,university.degree,no,yes,no,no
33,technician,married,professional.course,no,yes,no,yes
38,blue-collar,married,professional.course,no,yes,no,no
26,management,single,university.degree,no,yes,no,yes
39,entrepreneur,married,basic.6y,no,yes,no,yes
41,admin.,single,high.school,no,yes,no,no
62,admin.,married,high.school,no,no,no,yes
45,blue-collar,married,basic.4y,no,yes,no,no
36,technician,single,university.degree,no,no,no,no
48,admin.,single,university.degree,no,no,yes,no
53,blue-collar,divorced,basic.4y,no,yes,no,no
41,technician,married,professional.course,no,no,no,yes
45,technician,divorced,professional.course,no,yes,yes,yes
30,admin.,single,university.degree,no,yes,no,yes
30,technician,single,professional.course,no,no,no,no
33,management,single,university.degree,no,no,no,no
48,services,married,high.school,no,yes,no,yes
88,retired,divorced,basic.4y,no,yes,no,yes
33,admin.,single,university.degree,no,no,no,yes
26,blue-collar,single,high.school,no,yes,no,yes
29,blue-collar,married,professional.course,no,yes,no,no
56,services,divorced,high.school,no,no,no,yes
53,services,married,high.school,no,no,no,no
60,self-employed,divorced,university.degree,no,no,no,yes
71,retired,married,basic.4y,no,yes,no,yes
46,entrepreneur,married,professional.course,no,yes,no,no
21,unemployed,single,high.school,no,yes,no,yes
56,blue-collar,divorced,basic.4y,no,no,no,yes
73,retired,divorced,high.school,no,no,yes,yes
48,technician,married,high.school,no,no,no,no
35,admin.,married,university.degree,no,no,no,no
41,management,married,university.degree,no,no,yes,no
35,technician,single,university.degree,no,no,no,no
34,admin.,married,university.degree,no,no,no,yes
38,blue-collar,married,basic.9y,no,yes,yes,no
36,management,single,university.degree,no,yes,no,no
26,technician,single,professional.course,no,yes,no,yes
40,admin.,single,high.school,no,no,no,no
33,blue-collar,married,basic.9y,no,no,no,no
36,admin.,single,high.school,no,no,yes,no
37,admin.,married,high.school,no,no,yes,no
24,services,married,high.school,no,yes,no,no
37,blue-collar,married,basic.6y,no,no,no,yes
35,admin.,single,university.degree,no,no,no,no
49,management,married,university.degree,no,yes,no,yes
31,management,single,university.degree,no,yes,no,no
40,admin.,single,university.degree,no,no,no,no
27,unemployed,single,university.degree,no,yes,yes,yes
22,services,single,professional.course,no,yes,yes,yes
51,blue-collar,married,basic.4y,no,yes,no,no
42,management,married,university.degree,no,yes,yes,no
42,entrepreneur,married,university.degree,no,yes,no,no
39,services,married,high.school,no,yes,no,no
22,student,single,basic.6y,no,yes,no,yes
55,blue-collar,married,basic.9y,no,no,no,yes
38,admin.,single,high.school,no,yes,yes,yes
40,technician,single,high.school,no,no,no,no
45,services,married,basic.9y,no,no,yes,no
33,admin.,married,university.degree,no,no,no,no
48,admin.,divorced,high.school,no,no,no,no
26,student,single,professional.course,no,no,yes,yes
59,technician,married,professional.course,no,no,no,yes
42,admin.,divorced,university.degree,no,no,no,no
42,admin.,married,high.school,no,yes,no,no
33,admin.,married,university.degree,no,yes,no,no
61,retired,married,basic.4y,no,yes,no,yes
52,blue-collar,married,basic.4y,no,yes,no,yes
20,student,single,basic.9y,no,yes,no,yes
36,unemployed,married,basic.4y,no,yes,no,no
37,blue-collar,married,professional.course,no,no,yes,no
33,admin.,divorced,high.school,no,yes,no,no
29,management,single,university.degree,no,yes,no,no
51,blue-collar,married,basic.9y,no,yes,no,no
29,technician,married,university.degree,no,yes,no,no
31,technician,married,professional.course,no,yes,no,no
35,technician,single,professional.course,no,yes,yes,no
26,services,single,basic.9y,no,no,yes,no
37,admin.,married,high.school,no,yes,no,no
48,technician,married,basic.9y,no,no,yes,yes
49,management,married,university.degree,no,no,no,yes
48,entrepreneur,married,university.degree,no,yes,no,yes
51,technician,married,professional.course,no,yes,no,yes
36,technician,divorced,professional.course,no,yes,no,no
29,student,single,high.school,no,yes,no,yes
37,admin.,divorced,university.degree,no,no,yes,yes
42,admin.,divorced,university.degree,no,no,no,no
46,self-employed,married,university.degree,no,yes,yes,no
31,admin.,married,high.school,no,yes,yes,no
33,technician,single,university.degree,no,yes,no,yes
60,technician,married,professional.course,no,no,no,yes
27,admin.,single,university.degree,no,yes,no,yes
24,admin.,single,university.degree,no,yes,no,yes
34,admin.,single,university.degree,no,no,no,yes
31,blue-collar,married,basic.9y,no,no,no,no
27,management,single,university.degree,no,yes,no,yes
52,self-employed,married,university.degree,no,yes,no,no
25,entrepreneur,single,university.degree,no,yes,no,no
53,blue-collar,single,basic.9y,no,yes,no,yes
41,management,married,basic.6y,no,no,no,no
37,entrepreneur,single,university.degree,no,yes,no,no
34,management,divorced,university.degree,no,yes,no,yes
76,retired,single,basic.4y,no,no,no,yes
36,entrepreneur,single,university.degree,no,yes,no,yes
42,admin.,single,university.degree,no,yes,no,no
36,blue-collar,married,basic.6y,no,yes,no,no
33,technician,single,professional.course,no,yes,no,yes
28,admin.,single,university.degree,no,no,no,yes
66,technician,married,professional.course,no,yes,no,yes
53,admin.,married,professional.course,no,yes,no,no
36,admin.,married,high.school,no,yes,yes,no
52,admin.,married,university.degree,no,no,no,yes
41,self-employed,single,university.degree,no,no,no,no
35,services,married,professional.course,no,yes,no,yes
50,blue-collar,single,basic.4y,no,yes,no,no
32,blue-collar,married,basic.9y,no,no,no,yes
54,blue-collar,married,basic.9y,no,yes,no,yes
39,technician,single,high.school,no,yes,no,no
43,technician,single,professional.course,no,no,no,no
50,admin.,married,university.degree,no,no,no,yes
22,unemployed,single,high.school,no,yes,no,yes
50,admin.,married,high.school,no,no,no,yes
36,admin.,divorced,high.school,no,no,no,yes
59,management,married,basic.4y,no,yes,no,yes
56,unemployed,divorced,basic.4y,no,no,yes,yes
42,blue-collar,married,basic.9y,no,no,no,yes
34,blue-collar,married,basic.9y,no,yes,no,no
30,management,single,high.school,no,no,no,yes
41,admin.,married,university.degree,no,no,no,yes
36,admin.,married,high.school,no,yes,no,no
48,admin.,divorced,high.school,no,yes,no,no
57,retired,married,basic.4y,no,yes,no,no
42,technician,married,basic.9y,no,no,no,no
50,technician,married,professional.course,no,no,no,yes
28,admin.,single,high.school,no,yes,no,no
53,self-employed,married,basic.4y,no,no,no,no
41,admin.,married,basic.9y,no,yes,no,no
40,admin.,single,basic.9y,no,yes,no,yes
36,technician,married,professional.course,no,no,no,no
55,admin.,married,university.degree,no,yes,no,yes
48,blue-collar,married,basic.9y,no,yes,yes,no
42,admin.,single,university.degree,no,no,no,no
59,retired,married,basic.9y,no,yes,no,yes
55,retired,single,high.school,no,yes,no,no
29,self-employed,married,university.degree,no,yes,no,yes
37,blue-collar,married,professional.course,no,yes,no,no
32,blue-collar,married,professional.course,no,yes,no,yes
35,admin.,married,university.degree,no,yes,no,no
29,technician,married,professional.course,no,no,no,no
29,services,married,high.school,no,yes,yes,no
